"Variable","HR","HR_lower","HR_upper","P_value"
"risk_score",2.37991503476324,1.7577905607862,3.22222436452202,2.04086663476529e-08
"tumor_sizeLarge",0.947023303236483,0.544701048489769,1.64650525156789,0.847046446069156
"afpHigh",0.937270417248686,0.590957016291356,1.48653084882982,0.783090783312765
"tnm_groupAdvanced",2.43426460634512,1.36046516089321,4.3556015574953,0.00272707691178576
