"Gene","Coefficient"
"HDAC3",-0.681282324242353
"HMOX1",0.105686081734916
"NOX4",0.434564722215785
"HMOX2",-0.0830641234741067
"CBS",-0.00564322077853124
"ACLY",0.292435992616967
"VDAC2",0.203517118436094
"GCLC",-0.212556922453898
"HSPA5",0.199046991283279
"SLC39A7",0.372834652781019
"ADGRG1",-0.630877077190182
"ACSL6",-0.179385531256411
"ALOX5",-0.612765499891152
"GPX4",-0.131308963428365
"NQO1",0.0512834011135404
